Project Name,Test Function,Smell Type
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>TODO_PlayerInput_CanSetUpSplitScreen_AndManuallyAllocatePlayersToScreens,IgnoredTest
Unity-Technologies@InputSystem,DocumentationBasedAPIVerficationTests<>API_DocumentationManualDoesNotHaveMissingInternalLinks,IgnoredTest
Unity-Technologies@InputSystem,PreProcessorTestDevice<>TODO_Devices_CannotChangeStateLayoutOfTouchscreen,IgnoredTest
Unity-Technologies@InputSystem,CoreTests<>TODO_Actions_InteractiveRebinding_CanAutomaticallyRejectComponentControls,IgnoredTest
Unity-Technologies@InputSystem,PointerInputComposite<>TODO_Actions_CanRenameControlSchemeInAsset,IgnoredTest
Unity-Technologies@InputSystem,UserTests<>TODO_Users_CanApplySettings_WithCustomBindings,IgnoredTest
Unity-Technologies@InputSystem,EventConstraint<>UI_DisplayIndexMatchesDisplayWithTouchscreenOnScreenSpaceCanvas,IgnoredTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxBCenter_CorrectResults,IgnoredTest
Unity-Technologies@InputSystem,CustomInvertProcessor<>TODO_Layouts_CanHaveLayoutFallbackForInterface,IgnoredTest
Unity-Technologies@InputSystem,ScopedExclusionPropertyAttribute<>API_MonoBehavioursHaveHelpUrls,IgnoredTest
SMBenedict173@General-Anesthesia-Simulator,SelectableTest<>SettingNotInteractableThenInteractableShouldNotTweenToDisabledColor,IgnoredTest
Unity-Technologies@InputSystem,CustomInvertProcessor<>TODO_Layouts_RegisteringMatcherForLayout_OverridesExistingMatchers,IgnoredTest
ChanyaVRC@VRCOscLib,OscTrackingTest<>HeadTracker_AddressTest,IgnoredTest
Unity-Technologies@InputSystem,PointerInputComposite<>TODO_Actions_ReadingValueOfIncorrectType_FromComposite_ThrowsHelpfulException,IgnoredTest
Unity-Technologies@InputSystem,PreProcessorTestDevice<>TODO_Devices_CanSuppressCreationOfDevice,IgnoredTest
Unity-Technologies@InputSystem,UserTests<>TODO_Users_CanPauseAndResumeHaptics,IgnoredTest
SMBenedict173@General-Anesthesia-Simulator,SelectableTest<>SettingNotInteractableShouldDisable,IgnoredTest
Unity-Technologies@InputSystem,TestDeviceWithMultiBitControl<>TODO_State_WithSingleStateAndSingleUpdate_XXXXX,IgnoredTest
Unity-Technologies@InputSystem,PointerInputComposite<>TODO_Actions_WhenGettingDisplayTextForBindingsOnAction_CanGetQualificationsForEachIndividualStringComponent,IgnoredTest
Unity-Technologies@InputSystem,PointerInputComposite<>TODO_Actions_CanUseGyroWithVector2Actions,IgnoredTest
Unity-Technologies@InputSystem,PointerInputComposite<>TODO_Actions_ReResolvingBindings_DoesNotAllocate_IfXXX,IgnoredTest
ChanyaVRC@VRCOscLib,OscAvatarParameterContainerTests<>OnParameterChanged_NotExistParameterReceivedTest,IgnoredTest
Unity-Technologies@InputSystem,TestDeviceWithMultiBitControl<>TODO_State_SpecifyingOffsetOnControlAttribute_AddsBaseOffset,IgnoredTest
alvinquach@jpl-trek-vr,ScrollTransformerTests<>MapInputOutput_MappingB_CorrectResults,IgnoredTest
Unity-Technologies@InputSystem,PointerInputComposite<>TODO_Actions_CompositesWithMissingBindings_ThrowExceptions,IgnoredTest
addyi@SoftwareCity,SQUriBuilderTest<>EmptyPathIsAppendedCorrect,IgnoredTest
icosa-gallery@open-brush,FbxDocumentInfoTest<>TestCrashOnGetDocumentInfo,IgnoredTest
Unity-Technologies@InputSystem,DocumentationBasedAPIVerficationTests<>API_DoesNotHaveUndocumentedPublicTypes,IgnoredTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>TODO_PlayerInput_CanSetUpSplitScreen_AndMaintainAspectRatio,IgnoredTest
Unity-Technologies@InputSystem,MonoBehaviourWithEmbeddedActionMap<>Editor_ActionTree_CanAddActionMap,IgnoredTest
Unity-Technologies@InputSystem,TestSteamControllerAPI<>TODO_Devices_CanActivateActionSetOnSteamController_WhenAlreadyActivatedAtTimeOfControllerCreation,IgnoredTest
Unity-Technologies@InputSystem,EventConstraint<>TODO_UI_CanDriveTextInput,IgnoredTest
BIVROST@360PlayerWindows,PlayerDetailsTest<>TestPlayerDetailsQsWorks,IgnoredTest
