Project Name,Test Function,Smell Type
icosa-gallery@open-brush,FbxIOPluginRegistryTest<>TestBasics,ExceptionThrowingTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_ApplyingEmptyStringOverride_IsSameAsDisablingBinding,ExceptionThrowingTest
Unity-Technologies@InputSystem,ProjectWideActionsTests<>ProjectWideActions_ThrowsException_WhenAssignedInPlayMode,ExceptionThrowingTest
ExtendRealityLtd@Zinnia.Unity,EnumExtensionsTest<>GetByString,ExceptionThrowingTest
hotbreakb@Capstone_Design,TestEnumerator<>FirstTests,ExceptionThrowingTest
icosa-gallery@open-brush,<>TestDisposeDestroy,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscUtilityTests<>TestGetAvatarConfigPath,ExceptionThrowingTest
Unity-Technologies@InputSystem,EnhancedTouchTests<>EnhancedTouch_ThrowsExceptionWhenNotEnabled,ExceptionThrowingTest
UMI3D@UMI3D-SDK,EmoteLoader_Test<>ReadUMI3DProperty_IsNotEmote,ExceptionThrowingTest
addyi@SoftwareCity,SQUriBuilderTest<>BaseUriNotEmpty,ExceptionThrowingTest
immersivecognition@unity-experiment-framework,TestSessionBuilding<>GetLastTrialWhenNoTrials,ExceptionThrowingTest
UMI3D@UMI3D-SDK,CollaborationSkeletonsManager_Test<>UpdateSkeleton_Null,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscConnectionSettingsTests<>TestVrcIPAddressInvalidFormat,ExceptionThrowingTest
Unity-Technologies@InputSystem,HIDTests<>Devices_HIDAxisLimits_DoNotUseDecimalFormatOfCurrentCulture,ExceptionThrowingTest
vradarserver@vrs,TestFileInfo<>DirectoryCache_Logs_Exceptions_Thrown_By_Provider_FolderExists,ExceptionThrowingTest
Unity-Technologies@InputSystem,UserTests<>Users_CannotActivateControlSchemeWithoutActions,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscTrackerTest<>Ctor_InvalidRangeTest,ExceptionThrowingTest
addyi@SoftwareCity,SqComponentTreeUriBuilderTest<>BaseUriNotEmpty,ExceptionThrowingTest
icosa-gallery@open-brush,FbxNodeTest<>TestSetNullNodeAttribute,ExceptionThrowingTest
pcriadoperez@readyPlayer2,GameObjectExtensionsTests<>SetLayerRecursivelyCacheNull,ExceptionThrowingTest
icosa-gallery@open-brush,FbxLayerElementArrayTemplateIntTest<>TestGetAt,ExceptionThrowingTest
Unity-Technologies@InputSystem,CustomInvertProcessor<>Layouts_OverrideShouldFailWithException_IfAttemptingToReplaceExistingLayoutWithTheSameName,ExceptionThrowingTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxBTop_ThrowsException,ExceptionThrowingTest
icosa-gallery@open-brush,FbxNodeTest<>TestBasics,ExceptionThrowingTest
UMI3D@UMI3D-SDK,AnimatedSubskeleton_Test<>StartParameterSelfUpdate_Null,ExceptionThrowingTest
addyi@SoftwareCity,SqComponentTreeUriBuilderTest<>MetricKeysEmpty,ExceptionThrowingTest
vrm-c@UniVRM,Utf8StringTests<>SplitIntegerTest,ExceptionThrowingTest
addyi@SoftwareCity,SqComponentTreeUriBuilderTest<>ProjectKeyEmpty,ExceptionThrowingTest
hotbreakb@Capstone_Design,DequeTests<>AccessEmptyBack,ExceptionThrowingTest
Unity-Technologies@InputSystem,TestException<>Events_WhenReplayingEvents_ModifyingTraceInvalidatesReplayController,ExceptionThrowingTest
vrm-c@UniVRM,TextureTests<>TextureExtractTest,ExceptionThrowingTest
UMI3D@UMI3D-SDK,PoseManager_Test<>PlayPoseClip_Null,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscParameterCollectionTests<>TestValueChangedEventAddRemove,ExceptionThrowingTest
icosa-gallery@open-brush,FbxIOSettingsTest<>TestSetBoolProp,ExceptionThrowingTest
icosa-gallery@open-brush,TestMathUtils<>TestLinearResample,ExceptionThrowingTest
icosa-gallery@open-brush,FbxAnimCurveDefTest<>TestDisposeDestroy,ExceptionThrowingTest
FarahKamleh@Group4.Project3,JsonParserTest<>NumberTest,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscConnectionSettingsTests<>TestSendPortOutOfRange,ExceptionThrowingTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,TestEnumerator<>SingleTest,ExceptionThrowingTest
Unity-Technologies@InputSystem,OSXTests<>Devices_DoNotSupportNimbusPlusAsHID_WithOnlyPidAndVid,ExceptionThrowingTest
pcriadoperez@readyPlayer2,GameObjectExtensionsTests<>ApplyLayerCacheRecursivelyNull,ExceptionThrowingTest
icosa-gallery@open-brush,TestListExtensions<>TestBadAddRange2,ExceptionThrowingTest
immersivecognition@unity-experiment-framework,TestTrackers<>RecordingException,ExceptionThrowingTest
alvinquach@jpl-trek-vr,TextureUtilsTests<>ComputeTextureSize_NotPowerOf2_ThrowsException,ExceptionThrowingTest
icosa-gallery@open-brush,FbxConstraintScaleTest<>TestAddConstraintSource,ExceptionThrowingTest
Unity-Technologies@InputSystem,TestDeviceWithMultiBitControl<>State_RecordingHistory_EnsuresControlsMatchedByPathHaveCompatibleValueType,ExceptionThrowingTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_CanIterateThroughBindings_WithAccessor,ExceptionThrowingTest
immersivecognition@unity-experiment-framework,TestSessionBuilding<>InvalidBlockAccess,ExceptionThrowingTest
dioram@Elektronik,LinqExtensionsTests<>MaxByNull,ExceptionThrowingTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_CanEnableAndDisableEntireMap_EvenWhenBindingsReferToNonExistentActions,ExceptionThrowingTest
icosa-gallery@open-brush,TestFuture<>TestFutureDisposalException,ExceptionThrowingTest
FarahKamleh@Group4.Project3,Utf8StringTests<>ToCharTest,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscConnectionSettingsTests<>TestAroundGetCurrentAvatarConfigPath,ExceptionThrowingTest
immersivecognition@unity-experiment-framework,TestSessionBuilding<>GetLastTrialWhenNoBlocks,ExceptionThrowingTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_ReadingValueOfIncorrectType_ThrowsHelpfulException,ExceptionThrowingTest
Unity-Technologies@InputSystem,CustomInvertProcessor<>Layouts_FormatOfControlWithFixedArrayType_IsNotInferredFromType,ExceptionThrowingTest
Unity-Technologies@InputSystem,InputActionAssetManagerEditorTests<>Editor_InputActionAssetManager_ThrowsIfCreatedFromNullReference,ExceptionThrowingTest
addyi@SoftwareCity,SqComponentTreeUriBuilderTest<>BaseUriNotNull,ExceptionThrowingTest
vrm-c@UniVRM,JsonParserTest<>NumberTest,ExceptionThrowingTest
icosa-gallery@open-brush,FbxLayerElementMaterialTest<>TestCreate,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscUtilityTests<>TestVrcIPAddressInvalidFormat,ExceptionThrowingTest
icosa-gallery@open-brush,<>TestCreate,ExceptionThrowingTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,DequeTests<>InvalidCapacity,ExceptionThrowingTest
icosa-gallery@open-brush,FbxDouble4Test<>TestBasics,ExceptionThrowingTest
addyi@SoftwareCity,SqProjectUriBuilderTest<>BaseUriNotEmpty,ExceptionThrowingTest
vrm-c@UniVRM,ExpressionKeyTests<>InvalidExpressionKey,ExceptionThrowingTest
icosa-gallery@open-brush,FbxDouble3Test<>TestBasics,ExceptionThrowingTest
willychang21@MapboxARGame,DirectionResourceTest<>SetInvalidRadiuses_Mismatched,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscInitializeTest<>InitializeTest,ExceptionThrowingTest
icosa-gallery@open-brush,FbxPropertyTest<>TestEquality,ExceptionThrowingTest
dioram@Elektronik-Tools-2.0,LinqExtensionsTests<>MinByNull,ExceptionThrowingTest
vrm-c@UniVRM,Utf8StringTests<>ToCharTest,ExceptionThrowingTest
pcriadoperez@readyPlayer2,TransformExtensionsTests<>IterateNullIgnore,ExceptionThrowingTest
dioram@Elektronik,LinqExtensionsTests<>MinByNull,ExceptionThrowingTest
icosa-gallery@open-brush,FbxSceneTest<>TestSetCurrentAnimStack,ExceptionThrowingTest
augcog@ISAACS_Interface,ForwardGeocodeResourceTest<>SetInvalidCountries,ExceptionThrowingTest
icosa-gallery@open-brush,FbxLightTest<>TestBasics,ExceptionThrowingTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_CannotAddSameMapToTwoDifferentAssets,ExceptionThrowingTest
augcog@ISAACS_Interface,MapMatcherTest<>CoordinatesNull,ExceptionThrowingTest
Unity-Technologies@InputSystem,TestDeviceWithMultiBitControl<>State_CannotRunUpdatesThatAreNotEnabled,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscParameterCollectionTests<>TestAddRemove,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscUtilityTests<>TestAroundGetCurrentAvatarConfigPath,ExceptionThrowingTest
vrm-c@UniVRM,GlbParserTests<>GlbLengthTest,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscUtilityTests<>LazyTestGetAvatarConfigPath,ExceptionThrowingTest
Unity-Technologies@InputSystem,OSXTests<>Devices_DoNotSupportNimbusPlusAsHID_WithProductName,ExceptionThrowingTest
dioram@Elektronik-Tools-2.0,LinqExtensionsTests<>MinByEmpty,ExceptionThrowingTest
Innoactive@Creator,SceneObjectRegistryTests<>CantBeRegisteredTwiceTest,ExceptionThrowingTest
icosa-gallery@open-brush,FbxTimeSpanTest<>TestBasics,ExceptionThrowingTest
immersivecognition@unity-experiment-framework,TestTrials<>BeginTrialBeforeBeginSession,ExceptionThrowingTest
addyi@SoftwareCity,SqProjectUriBuilderTest<>BaseUriNotNull,ExceptionThrowingTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,DequeTests<>AccessEmptyFront,ExceptionThrowingTest
ExtendRealityLtd@Zinnia.Unity,StringToFloatTest<>TransformException,ExceptionThrowingTest
pcriadoperez@readyPlayer2,GameObjectExtensionsTests<>SetLayerRecursivelyNull,ExceptionThrowingTest
icosa-gallery@open-brush,FbxConstraintScaleTest<>TestSetConstrainedObject,ExceptionThrowingTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,TestEnumerator<>LastTests,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscUtilityTests<>TestReceivePortOutOfRange,ExceptionThrowingTest
augcog@ISAACS_Interface,ReverseGeocodeResourceTest<>SetInvalidTypes,ExceptionThrowingTest
dioram@Elektronik,LinqExtensionsTests<>MaxByEmpty,ExceptionThrowingTest
Unity-Technologies@InputSystem,PreProcessorTestDevice<>Devices_WhenCreationFails_SystemRecoversGracefully,ExceptionThrowingTest
icosa-gallery@open-brush,FbxExporterTest<>TestInitializeInvalidIOSettings,ExceptionThrowingTest
Unity-Technologies@InputSystem,CustomInvertProcessor<>Layouts_CannotBeBasedOnMultipleLayouts,ExceptionThrowingTest
hotbreakb@Capstone_Design,TestEnumerator<>MultiFirstTest,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscPhysBoneTests<>TestCtor1,ExceptionThrowingTest
icosa-gallery@open-brush,TestMathUtils<>TestMinLongInt,ExceptionThrowingTest
augcog@ISAACS_Interface,DirectionResourceTest<>SetInvalidRadiuses_Mismatched,ExceptionThrowingTest
ExtendRealityLtd@Zinnia.Unity,FollowModifierMock<>TargetOffsetNotChildException,ExceptionThrowingTest
Unity-Technologies@InputSystem,CustomInvertProcessor<>Layouts_CannotUseLayoutForControlToBuildDevice,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscPhysBoneTests<>TestCtor2,ExceptionThrowingTest
icosa-gallery@open-brush,FbxConstraintScaleTest<>TestSetTranslationOffset,ExceptionThrowingTest
icosa-gallery@open-brush,FbxDocumentTest<>TestDocumentInfo,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscAvatarParameterContainerTests<>Get_NotExistParameterTest,ExceptionThrowingTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_CannotAddTwoActionsWithTheSameNameToMap,ExceptionThrowingTest
icosa-gallery@open-brush,FbxQuaternionTest<>BasicTests,ExceptionThrowingTest
hotbreakb@Capstone_Design,TestEnumerator<>MultiForeachTest,ExceptionThrowingTest
icosa-gallery@open-brush,FbxNurbsCurveTest<>TestBasics,ExceptionThrowingTest
FarahKamleh@Group4.Project3,GlbParserTests<>GlbLengthTest,ExceptionThrowingTest
icosa-gallery@open-brush,FbxLayerElementMaterialTest<>TestDispose,ExceptionThrowingTest
icosa-gallery@open-brush,FbxBlendShapeChannelTest<>TestBasics,ExceptionThrowingTest
Unity-Technologies@InputSystem,CoreTests<>Actions_InteractiveRebinding_ByDefault_RequiresAtLeastOneBindingToBePresent,ExceptionThrowingTest
hotbreakb@Capstone_Design,TestEnumerator<>FoldTest,ExceptionThrowingTest
Innoactive@Creator,FileManagerTests<>ArgumentException,ExceptionThrowingTest
ExtendRealityLtd@Zinnia.Unity,FloatToStringTest<>TransformFormatUnknown,ExceptionThrowingTest
icosa-gallery@open-brush,TestFuture<>TestFutureFailure,ExceptionThrowingTest
immersivecognition@unity-experiment-framework,TestFileSaver<>EarlyExit,ExceptionThrowingTest
A11YTK@A11YTK,SRTTest<>ParseTimeFromContentStringWithException,ExceptionThrowingTest
icosa-gallery@open-brush,FbxTimeSpanTest<>TestComparison,ExceptionThrowingTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_ActionMapDisabledDuringOnAfterSerialization,ExceptionThrowingTest
Unity-Technologies@InputSystem,CancelingTestInteraction<>Actions_DoesNotThrowWhenDeviceIsDisconnectedWhileControlIsPressed,ExceptionThrowingTest
icosa-gallery@open-brush,TestGeometryPool<>TestAppendMeshFailure,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscAvatarTests<>LazyTestToConfig,ExceptionThrowingTest
augcog@ISAACS_Interface,BearingFilterTest<>InvalidValues,ExceptionThrowingTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,ReferenceClass<>AddInvalidTest,ExceptionThrowingTest
immersivecognition@unity-experiment-framework,TestSessionBuilding<>InvalidTrialAccess,ExceptionThrowingTest
addyi@SoftwareCity,SqComponentTreeUriBuilderTest<>ProjectKeyNull,ExceptionThrowingTest
addyi@SoftwareCity,SqComponentTreeUriBuilderTest<>MetricKeysNull,ExceptionThrowingTest
hotbreakb@Capstone_Design,TestEnumerator<>LastTests,ExceptionThrowingTest
icosa-gallery@open-brush,FbxVector4Test<>BasicTests,ExceptionThrowingTest
icosa-gallery@open-brush,TestQuaternionExtensions<>TestExpInvalidArgument,ExceptionThrowingTest
Unity-Technologies@InputSystem,TestException<>Events_CanReplayEventsFromEventTrace_EventByEvent,ExceptionThrowingTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,ListClass<>AddInvalidObjectTest,ExceptionThrowingTest
augcog@ISAACS_Interface,ForwardGeocodeResourceTest<>SetInvalidTypes,ExceptionThrowingTest
dioram@Elektronik-Tools-2.0,LinqExtensionsTests<>MaxByEmpty,ExceptionThrowingTest
vrm-c@UniVRM,HumanoidTests<>HumanoidTest,ExceptionThrowingTest
augcog@ISAACS_Interface,DirectionResourceTest<>SetInvalidRadiuses_TooSmall,ExceptionThrowingTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_AddingActionToAssetWithEnabledActions_ThrowsException,ExceptionThrowingTest
ChanyaVRC@VRCOscLib,OscConnectionSettingsTests<>TestGetAvatarConfigPath,ExceptionThrowingTest
UMI3D@UMI3D-SDK,CollaborationSkeletonsManager_Test<>SetBoneFPSTarget_NegativeFPSTarget,ExceptionThrowingTest
addyi@SoftwareCity,SqAuthValidationUriBuilderTest<>BaseUriNotNull,ExceptionThrowingTest
Unity-Technologies@InputSystem,InputActionAssetManagerEditorTests<>Editor_InputActionAssetManager_CanDeleteAssetOnDisk,ExceptionThrowingTest
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableListMock<>GetEmptyCollection,ExceptionThrowingTest
Unity-Technologies@InputSystem,DeviceWithoutAnyControls<>Controls_CanKeepListsOfControls_WithoutAllocatingGCMemory,ExceptionThrowingTest
icosa-gallery@open-brush,FbxManagerTest<>TestUsing,ExceptionThrowingTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_CannotAddControlSchemeWithDuplicateNameToAsset,ExceptionThrowingTest
Unity-Technologies@InputSystem,TestVerifier<>ProjectWideActions_ThrowsArgumentException_WhenAssignedFromNonPersistedObject,ExceptionThrowingTest
UMI3D@UMI3D-SDK,PoseManager_Test<>StopPoseClip_Null,ExceptionThrowingTest
ExtendRealityLtd@Zinnia.Unity,ObscuranceQueryTest<>TargetWithRigidbodyWithoutCompoundCollider_ThrowsMissingColliderException,ExceptionThrowingTest
icosa-gallery@open-brush,FbxConstraintScaleTest<>TestSetRotationOffset,ExceptionThrowingTest
