Project Name,Test Function,Smell Type
UMI3D@UMI3D-SDK,SubskeletonDescriptionInterpolationPlayer_Test<>End_WithoutPlay,SleepyTest
iamtomhewitt@vr-pacman,AudioManagerTests<>AudioManagerPlaysSoundForADuration,SleepyTest
iamtomhewitt@jet-dash-vr,PowerupTests<>ShouldNotIncreaseSpeedIfReachedMaxSpeed,SleepyTest
iamtomhewitt@vr-pacman,GhostTests<>SelectingANewPathSetsCurrentPathToUsedAndCurrentPathIsDifferent,SleepyTest
SMBenedict173@General-Anesthesia-Simulator,RectMask2DWithNestedCanvasCullsUsingCorrectCanvasRect<>RectMask2DShouldNotCullImagesWithCanvas,SleepyTest
iamtomhewitt@jet-dash-vr,HighscoreManagerTests<>ShouldSaveNewDistanceScore,SleepyTest
iamtomhewitt@jet-dash-vr,UiTests<>ShouldShowIcon,SleepyTest
ExtendRealityLtd@Zinnia.Unity,CheckState<>CheckStateOnEnableOutsideLimitedTime,SleepyTest
iamtomhewitt@jet-dash-vr,AudioManagerTests<>ShouldGetSound,SleepyTest
SMBenedict173@General-Anesthesia-Simulator,SelectableTest<>SettingInteractableToFalseTrueFalseShouldTweenToDisabledColor,SleepyTest
iamtomhewitt@vr-pacman,GameObjectManagerTest<>CanMakeGhostsEdible,SleepyTest
vimeo@vimeo-unity-sdk,VimeoPlayerPlayTest<>Can_Stream_Video_With_Valid_Token,SleepyTest
iamtomhewitt@jet-dash-vr,PlayerCollisionTests<>ShouldRelocatePowerupWhenColliding,SleepyTest
iamtomhewitt@vr-pacman,PacmanMovementTests<>PacmansSpeedResets,SleepyTest
tana@Mondeto,CommunicationTests<>SyncTest,SleepyTest
iamtomhewitt@jet-dash-vr,UiTests<>ShouldTurnOn,SleepyTest
iamtomhewitt@jet-dash-vr,SpawnerTests<>ShouldRelocateAnimatedObstacle,SleepyTest
iamtomhewitt@vr-pacman,GameObjectManagerTest<>CanStopEntities,SleepyTest
iamtomhewitt@jet-dash-vr,PlayerScoreTests<>ShouldShowNotificationSpeedStreak,SleepyTest
vimeo@vimeo-unity-sdk,VimeoPlayerPlayTest<>OnVideoMetadataLoad_Event_Triggered,SleepyTest
ChanyaVRC@VRCOscLib,OscAvatarTests<>TestToConfig,SleepyTest
iamtomhewitt@vr-pacman,GameSettingsManagerTests<>GameSettingsManagerStartsWithDefaultSensitivityOfFive,SleepyTest
iamtomhewitt@jet-dash-vr,PowerupTests<>ShouldRelocateAfterCollision,SleepyTest
iamtomhewitt@vr-pacman,HighscoreManagerTests<>SaveWorksIfNewGame,SleepyTest
iamtomhewitt@jet-dash-vr,AudioManagerTests<>ShouldPlaySound,SleepyTest
iamtomhewitt@vr-pacman,GhostTests<>CollidingWithGhostHomeSelectsANewPath,SleepyTest
vimeo@vimeo-unity-sdk,VimeoPlayerPlayTest<>LoadVideo_Doesnt_Play_Video,SleepyTest
iamtomhewitt@vr-pacman,GhostTests<>MakingGhostRunHomeMakesGhostNotEdible,SleepyTest
iamtomhewitt@vr-pacman,GameObjectManagerTest<>CanMoveEntities,SleepyTest
iamtomhewitt@vr-pacman,PacmanMovementTests<>PacmanStops,SleepyTest
SMBenedict173@General-Anesthesia-Simulator,CanvasScalerWithChildTextObjectDoesNotCrash<>CanvasScalerWithChildTextObjectWithTextFontDoesNotCrash,SleepyTest
iamtomhewitt@jet-dash-vr,PlayerControlTests<>ShouldReadGameManagerSettingsCorrectly,SleepyTest
iamtomhewitt@jet-dash-vr,PlayerScoreTests<>ShouldNotShowNotificationSpeedStreakIfMaxSpeed,SleepyTest
iamtomhewitt@vr-pacman,PacmanCollisionTests<>CollidingWithTeleporterMovesPlayer,SleepyTest
Unity-Technologies@InputSystem,IntegrationTests<>WindowsInput_RemoteDesktopMouseMovements_AreDetected,SleepyTest
iamtomhewitt@jet-dash-vr,PlayerControlTests<>ShouldResetYPosition,SleepyTest
iamtomhewitt@vr-pacman,GameObjectManagerTest<>PowerupsAreActivated,SleepyTest
ExtendRealityLtd@Zinnia.Unity,CountdownTimerTest<>TimerDoesNotCompleteOnInactiveGameObject,SleepyTest
iamtomhewitt@jet-dash-vr,PowerupTests<>ShouldNotDecreaseSpeedIfZeroSpeed,SleepyTest
iamtomhewitt@jet-dash-vr,PowerupTests<>ShouldDecreaseSpeed,SleepyTest
iamtomhewitt@jet-dash-vr,AchievementManagerTests<>ShouldProgressAchievement,SleepyTest
BIVROST@360PlayerWindows,HTTPTest<>CanAsync,SleepyTest
Unity-Technologies@InputSystem,IntegrationTests<>WindowsInput_MouseMovements_AreDetected,SleepyTest
alvinquach@jpl-trek-vr,ScrollTransformerTests<>MapInputOutput_MappingB_CorrectResults,SleepyTest
iamtomhewitt@jet-dash-vr,PlayerControlTests<>ShouldReadShopManagerSettingsCorrectly,SleepyTest
UMI3D@UMI3D-SDK,SubskeletonDescriptionInterpolationPlayer_Test<>End_CustomTransitionDuration,SleepyTest
vimeo@vimeo-unity-sdk,AVProVideoPlayTest<>Can_Stream_Video_With_Valid_Token,SleepyTest
iamtomhewitt@jet-dash-vr,AchievementManagerTests<>ShouldNotifyIfUnlocked,SleepyTest
iamtomhewitt@vr-pacman,PacmanMovementTests<>PacmansPositionResets,SleepyTest
Innoactive@Creator,ActiveProcess<>FastForwardNextStage,SleepyTest
iamtomhewitt@vr-pacman,HighscoreManagerTests<>SaveWorksIfNewHighscoreAchieved,SleepyTest
ExtendRealityLtd@Zinnia.Unity,CountdownTimerTest<>TimerEmitTimeUnchangedAfterComplete,SleepyTest
SMBenedict173@General-Anesthesia-Simulator,GenericInputFieldTests<>CaretRectSameSizeAsTextRect,SleepyTest
iamtomhewitt@jet-dash-vr,PlayerScoreTests<>ShouldNotShowNotificationSpeedStreak,SleepyTest
iamtomhewitt@vr-pacman,PacmanCollisionTests<>CollidingWithPowerupMakesGhostsBecomeEdible,SleepyTest
UMI3D@UMI3D-SDK,SubskeletonDescriptionInterpolationPlayer_Test<>End,SleepyTest
ExtendRealityLtd@Zinnia.Unity,CountdownTimerTest<>TimerRunsOnEnable,SleepyTest
iamtomhewitt@jet-dash-vr,PowerupTests<>ShouldMakePlayerJump,SleepyTest
ExtendRealityLtd@Zinnia.Unity,CountdownTimerTest<>TimerEmitTimeUnchangedAfterCancelled,SleepyTest
iamtomhewitt@jet-dash-vr,ShopManagerTests<>ShouldPurchaseShip,SleepyTest
iamtomhewitt@jet-dash-vr,ShopManagerTests<>ShouldGetCashCorrectly,SleepyTest
iamtomhewitt@jet-dash-vr,PlayerHudTests<>ShouldSetTextsCorrectly,SleepyTest
iamtomhewitt@vr-pacman,PacmanMovementTests<>PacmanMoves,SleepyTest
iamtomhewitt@vr-pacman,PacmanCollisionTests<>CollidingWithGhostWhenGhostIsNotEdibleRemovesLife,SleepyTest
vimeo@vimeo-unity-sdk,DepthkitPlayTest<>Can_Play_Adaptive_Volumetric_Video_With_Valid_Token_And_AVPro_Video,SleepyTest
iamtomhewitt@vr-pacman,GhostTests<>ResettingGhostResetsMoveSoundPitch,SleepyTest
watson-developer-cloud@unity-sdk,TextToSpeechV1IntegrationTests<>TestSynthesize,SleepyTest
ExtendRealityLtd@Zinnia.Unity,CountdownTimerTest<>TimerCancelled,SleepyTest
iamtomhewitt@jet-dash-vr,UiTests<>ShouldHideIconAfterUploading,SleepyTest
