Project Name,Test Function,Smell Type
vradarserver@vrs,StreamHelperTests<>StreamHelper_CopyStream_Throws_If_The_Destination_Stream_Is_Null,LazyTest
vradarserver@vrs,ServerConfigJsonTests<>ServerConfigJson_ToModel_Sets_Null_GoogleMapsApiKey_For_Internet_Clients_When_Key_Missing,LazyTest
augcog@ISAACS_Interface,MapMatcherTest<>OverviewSimplified,LazyTest
icosa-gallery@open-brush,TestImageCache<>TestDeletingObsoleteCaches,LazyTest
vradarserver@vrs,AircraftSanityCheckerTests<>AircraftSanityChecker_FirstGoodPosition_Returns_Correct_Values,LazyTest
PastaTime@DataRepVR,InteractionCShapeTests<>UpdateSceneInfo,LazyTest
Unity-Technologies@InputSystem,EventConstraint<>UI_CanGetRaycastResultMatchingEvent,LazyTest
Unity-Technologies@InputSystem,PreProcessorTestDevice<>Devices_CanRumbleGamepad,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_CanReceiveMessageWhenActionIsTriggered,LazyTest
Innoactive@Creator,DefaultFileSystemTests<>NotExistingFile,LazyTest
FarahKamleh@Group4.Project3,JsonParserTest<>NullTest,LazyTest
SMBenedict173@General-Anesthesia-Simulator,VerticalLayoutGroupTests<>TestCalculateLayoutInputVertical,LazyTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_WhenControlsUpdate_NotificationIsTriggered_ButOnlyAfterBindingsHaveFirstBeenResolved,LazyTest
vrm-c@UniVRM,JsonParserTest<>NumberTest,LazyTest
pcriadoperez@readyPlayer2,GameObjectExtensionsTests<>SetLayerRecursivelyNull,LazyTest
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_04_03_RegisterMixedRealityDataProviders,LazyTest
hotbreakb@Capstone_Design,LeapCTests<>TestDestroyConnection,LazyTest
iamtomhewitt@vr-pacman,PacmanMovementTests<>PacmansSpeedResets,LazyTest
Unity-Technologies@InputSystem,EventConstraint<>UI_WhenDisablingInputModule_ActionsAreNotDisabledIfTheyWereNotEnabledByTheInputModule,LazyTest
vradarserver@vrs,RegistrationConverter_Tests<>ModeSToRegistration_Can_Convert_US_ICAOs,LazyTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_NameInJsonIsSetToEmptyString_IfCreatedFromObjectWithEmptyName,LazyTest
Unity-Technologies@InputSystem,DeviceWithoutAnyControls<>Controls_CanTurnControlPathIntoHumanReadableText,LazyTest
augcog@ISAACS_Interface,AverageHeadingAlignmentStrategyTests<>MeanAnglePositiveAndNegative,LazyTest
pcriadoperez@readyPlayer2,WorldAnchorManagerTests<>TestGenerateAnchorNameFromParameter,LazyTest
vradarserver@vrs,TextContentTests<>TextContent_Load_Can_Leave_Stream_Open,LazyTest
hotbreakb@Capstone_Design,LeapCTests<>TestGetDeviceInfo,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_CanAutoSwitchControlSchemesInSinglePlayer_WithDevicePluggedInAfterStart,LazyTest
vradarserver@vrs,StreamHelperTests<>StreamHelper_CopyStream_Throws_If_Buffer_Size_Is_Negative,LazyTest
UMI3D@UMI3D-SDK,AndPoseCondition_Test<>Check_TrueNull,LazyTest
Unity-Technologies@InputSystem,ControlSchemesEditorTests<>WhenControlSchemeIsSelected_SelectedControlSchemeIsPopulatedWithSelection,LazyTest
SMBenedict173@General-Anesthesia-Simulator,MaskTests<>GetModifiedMaterialReturnsDesiredMaterialWithMultipleMasks,LazyTest
Unity-Technologies@InputSystem,ControlSchemesEditorTests<>ChangeBindingsControlSchemesCommand_CanAddControlSchemes,LazyTest
vradarserver@vrs,BaseStationMessageHelperTests<>BaseStationMessageHelperTests_ConvertToString_BaseStationTransmissionType_Converts_All_Types_Correctly,LazyTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>CalculateUVBounds_BoundingBoxCSameAspect_CorrectResults,LazyTest
dioram@Elektronik,ShapedTests<>NoisedCube,LazyTest
hotbreakb@Capstone_Design,BitConverterTests<>TestFromUInt16,LazyTest
vradarserver@vrs,ProximityGadgetClosestAircraftJsonTests<>ProximityGadgetClosestAircraftJson_ToModel_Fills_Calculated_Details_Correctly,LazyTest
Innoactive@Creator,SystemClipboardTests<>PasteNewInstance,LazyTest
augcog@ISAACS_Interface,CompressionTest<>NotCompressed,LazyTest
vradarserver@vrs,RoundTests<>Round_TrackAltitude_Rounds_Altitudes_Correctly,LazyTest
pcriadoperez@readyPlayer2,TransformExtensionsTests<>IterateIgnoreNull,LazyTest
Unity-Technologies@EditorXR,MathUtilsExtTests<>SmoothDamp_DividesSmoothTimeBy3_Float,LazyTest
immersivecognition@unity-experiment-framework,TestSessionBuilding<>ShuffleTrials,LazyTest
immersivecognition@unity-experiment-framework,TestSettings<>CastListSettings,LazyTest
FarahKamleh@Group4.Project3,JsonParserTest<>NumberTest,LazyTest
Unity-Technologies@InputSystem,ControlSchemesEditorTests<>SaveControlSchemeCommand_EnsuresUniqueControlSchemeName,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_PassivatingActionsWillOnlyDisableActionsPlayerInputEnabledItself,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_AssigningNewActionsToPlayer_DisablesExistingActions,LazyTest
hotbreakb@Capstone_Design,LeapCTests<>TestGetDeviceList,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_CanUseSameActionsForUIInputModule,LazyTest
vradarserver@vrs,ServerConfigJsonTests<>ServerConfigJson_ToModel_Copies_Layer_TileServerSettings_To_Model,LazyTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,BitConverterTests<>TestFromUInt64,LazyTest
vradarserver@vrs,HttpContentHelperTests<>HttpContentHelper_FormUrlEncoded_Handles_Null_Value_Correctly,LazyTest
vradarserver@vrs,ProximityGadgetAircraftJsonTests<>ProximityGadgetAircraftJson_ToModel_Warns_If_Location_Not_Specified,LazyTest
kurotu@VRCQuestTools,ComponentRemoverTests<>TestDynamicBone,LazyTest
Unity-Technologies@InputSystem,TestSteamControllerAPI<>Editor_CanConvertInputActionsToSteamIGAFormat,LazyTest
vrm-c@UniVRM,MeshDataTests<>DividedHasNormalTest,LazyTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_NameIsSetToEmptyString_IfCreatedFromJsonWithoutName,LazyTest
Unity-Technologies@InputSystem,MonoBehaviourWithEmbeddedActionMap<>Editor_ActionTree_CanShowActionsAndBindingsFromEmbeddedActionMap,LazyTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,BitConverterTests<>TestFromInt16,LazyTest
Unity-Technologies@EditorXR,EditorXRUtilsTests<>Instantiate_WithParent_WorldPositionStays,LazyTest
Unity-Technologies@InputSystem,ControlSchemesEditorTests<>DeleteControlSchemeCommand_DeletesSelectedControlScheme,LazyTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Clears_ServerConfigChanged_If_Not_Changed_V3,LazyTest
UMI3D@UMI3D-SDK,PoseAnimator_Test<>TryActivate,LazyTest
virtuallynaked@virtually-naked,InverseKinematicsUtilitiesTest<>TestCalculateRelaxationBiasQuaternionInvariance,LazyTest
mateo-a@holbertonschool-csharp,MatrixTests<>Divide_A_PositiveNumber,LazyTest
alvinquach@jpl-trek-vr,TextureUtilsTests<>ComputeMipmapSize_NotPowerOf2_ThrowsException,LazyTest
icosa-gallery@open-brush,FbxConstraintScaleTest<>TestAddConstraintSource,LazyTest
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_04_05_MixedRealityDataProviderDoesNotExist,LazyTest
vradarserver@vrs,BaseStationMessageHelperTests<>BaseStationMessageHelper_ConvertToBaseStationMessageType_Converts_Text_Correctly,LazyTest
vradarserver@vrs,RoundTests<>Round_TrackHeading_Rounds_Tracks_Correctly,LazyTest
vrm-c@UniVRM,BvhLoaderTests<>GuessBoneMapping_mocap2,LazyTest
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_01_InitializeMixedRealityToolkit,LazyTest
alvinquach@jpl-trek-vr,TextureUtilsTests<>ComputeTextureSize_UncompressedWithAlphaA_CorrectResults,LazyTest
vradarserver@vrs,ServerConfigJsonTests<>ServerConfigJson_ToModel_Sets_Null_GoogleMapsApiKey_For_Local_Clients_When_Key_Present,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_CanSwitchActionMap_FromActionCallback,LazyTest
immersivecognition@unity-experiment-framework,TestTrackers<>TrackManyObjects,LazyTest
vradarserver@vrs,ServerConfigJsonTests<>ServerConfigJson_ToModel_Sets_VrsVersion_Correctly_For_Beta_Versions,LazyTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxALeft_CorrectResults,LazyTest
UMI3D@UMI3D-SDK,AndPoseCondition_Test<>Check_FalseTrue,LazyTest
Unity-Technologies@EditorXR,EditorXRUtilsTests<>Instantiate_SetRunInEditMode,LazyTest
alvinquach@jpl-trek-vr,TextureUtilsTests<>ComputeTextureSize_NotPowerOf2_ThrowsException,LazyTest
UMI3D@UMI3D-SDK,AndPoseCondition_Test<>Check_NullNull,LazyTest
augcog@ISAACS_Interface,MapMatcherTest<>CoordinatesNull,LazyTest
vradarserver@vrs,StreamHelperTests<>StreamHelper_CopyStream_Returns_The_Total_Number_Of_Bytes_Read,LazyTest
dioram@Elektronik-Tools-2.0,Parsers<>Parsing,LazyTest
iamtomhewitt@vr-pacman,GhostTests<>GhostMoves,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_AssigningSameActionsToDifferentPlayers_DuplicatesOverrides,LazyTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>MedianLatLon_BoundingBoxB_CorrectResult,LazyTest
icosa-gallery@open-brush,FbxSceneTest<>TestSetCurrentAnimStack,LazyTest
UMI3D@UMI3D-SDK,NotPoseCondition_Test<>Check_Null,LazyTest
vrm-c@UniVRM,JsonParserTest<>Tests,LazyTest
stefaanvermassen@virtual-museum-app,MuseumTests<>AddingAndRemovingObjects_AddObjectOnTile_CorrectObjectCreated,LazyTest
vradarserver@vrs,BaseStationMessageTranslatorTests<>BaseStationMessageTranslator_Translate_Parses_Transmission_Types_Correctly,LazyTest
Unity-Technologies@InputSystem,TestEventSystem<>Samples_RebindingUI_UpdatesWhenKeyboardLayoutChanges,LazyTest
addyi@SoftwareCity,OverviewElementsTest<>RemoveElementsTest,LazyTest
iamtomhewitt@vr-pacman,PacmanCollisionTests<>CollidingWithGhostWhenGhostIsEdibleIncreasesScore,LazyTest
mateo-a@holbertonschool-csharp,Tests<>MaxValue_in_List,LazyTest
Unity-Technologies@EditorXR,SetEditingContextImplementor<>LoadProjectSettings_IfAssetNotFound,LazyTest
RussellXie7@Unity_Hololens_Dev,VectorExtensionsTests<>Vector3Collection_Median_Empty,LazyTest
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_04_07_ValidateMixedRealityDataProviderName,LazyTest
iamtomhewitt@vr-pacman,GameObjectManagerTest<>CanStopEntities,LazyTest
UMI3D@UMI3D-SDK,PoseManager_Test<>StopPoseClip_NotCurrentlyPlaying,LazyTest
pcriadoperez@readyPlayer2,VectorExtensionsTests<>Vector3Collection_Median_Empty,LazyTest
dioram@Elektronik-Tools-2.0,ParsingTests<>PointCloud2,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_CanLinkSpecificDeviceToUI,LazyTest
augcog@ISAACS_Interface,MapMatcherTest<>LanguageGerman,LazyTest
virtuallynaked@virtually-naked,SwingTest<>TestTransform,LazyTest
dioram@Elektronik,RetranslatorTests<>TrackedObjectsTest,LazyTest
icosa-gallery@open-brush,FbxIOSettingsTest<>TestFVirtual,LazyTest
addyi@SoftwareCity,OverviewElementsTest<>ListLengthTest,LazyTest
UMI3D@UMI3D-SDK,AndPoseCondition_Test<>Check_TrueTrue,LazyTest
UMI3D@UMI3D-SDK,BindingManager_Test<>RemoveBinding,LazyTest
vradarserver@vrs,CompactPositionReportingTests<>CompactPositionReporting_Encode_GlobalDecode_Full_Globe_Round_Trip,LazyTest
vradarserver@vrs,HttpContentHelperTests<>HttpContentHelper_FormUrlEncoded_Handles_Empty_Value_Correctly,LazyTest
ChanyaVRC@VRCOscLib,OscConnectionSettingsTests<>TestVrcIPAddressWithSending,LazyTest
vradarserver@vrs,ProximityGadgetClosestAircraftJsonTests<>ProximityGadgetClosestAircraftJson_ToModel_Fills_Calculated_Details_Correctly_For_Non_UK_Regions,LazyTest
vradarserver@vrs,HttpContentHelperTests<>HttpContentHelper_FormUrlEncoded_Throws_On_Null_Array,LazyTest
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_05_01_RegisterMixedRealityExtensionService,LazyTest
Unity-Technologies@InputSystem,MemoryHelperTests<>Utilities_CanCompareMemoryBitRegions,LazyTest
pcriadoperez@readyPlayer2,VectorExtensionsTests<>Vector2Collection_Average,LazyTest
augcog@ISAACS_Interface,AverageHeadingAlignmentStrategyTests<>MeanAngleOver360,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_ShouldNotUnpairAndPairDevices__IfExplicitlySwitchingToTheAlreadyActiveSchemeAndDevices,LazyTest
FarahKamleh@Group4.Project3,BvhLoaderTests<>GuessBoneMapping_mocapdatacom_2,LazyTest
vrm-c@UniVRM,JsonParserTest<>Utf8Test,LazyTest
Innoactive@Creator,SystemClipboardTests<>PasteMultipleTransitionsAndConditions,LazyTest
stefaanvermassen@virtual-museum-app,MuseumTests<>AddingAndRemovingObjects_AddObjectWithoutTile_ObjectNotCreated,LazyTest
KospY@BasSDK,FontEngineTests<>CreateFontAsset_from_FilePath,LazyTest
Unity-Technologies@InputSystem,EventConstraint<>UI_XRTrackingOriginTransformModifiesTrackedPointers,LazyTest
vradarserver@vrs,JavascriptHelperTests<>JavascriptHelper_FormatStringLiteral_Returns_String_Surrounded_By_Single_Quotes,LazyTest
FarahKamleh@Group4.Project3,MaterialTests<>UnlitShaderImportTest,LazyTest
vradarserver@vrs,BaseStationMessageHelperTests<>BaseStationMessageHelper_ConvertToBaseStationStatusCode_Converts_Text_Correctly,LazyTest
UMI3D@UMI3D-SDK,BindingManager_Test<>RemoveAllBindings_InvalidKey,LazyTest
UMI3D@UMI3D-SDK,BindingManager_Test<>AddBinding,LazyTest
Unity-Technologies@InputSystem,DeviceWithoutAnyControls<>Controls_CanTurnControlPathIntoHumanReadableText_UsingDisplayNamesFromActualDevice,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_SwitchingActionMapWillOnlyDisableActionsPlayerInputEnabledItself,LazyTest
vradarserver@vrs,FeedJsonTests<>FeedJson_ToModel_Clears_HasPolarPlot_When_AircraftList_Is_Missing,LazyTest
vradarserver@vrs,RoundTests<>Round_TrackHeading_Does_Not_Crash_If_Passed_Excessive_Value,LazyTest
tana@Mondeto,MathTests<>QuatConjTest,LazyTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>IsLongitudeWrapped_BoundingBoxA_False,LazyTest
hotbreakb@Capstone_Design,LeapCTests<>TestOpenDevice,LazyTest
SMBenedict173@General-Anesthesia-Simulator,SelectableTest<>OnSelectShouldSetSelectedState,LazyTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_NameInJsonIsSetToObjectName_IfCreatedFromObjectWithGivenName,LazyTest
UMI3D@UMI3D-SDK,PoseAnimatorLoader_Test<>Load,LazyTest
stefaanvermassen@virtual-museum-app,ArtTest<>SaveArtInformation_SaveArtData_ArtDataSaved,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_CanSetDefaultActionMap,LazyTest
tana@Mondeto,MathTests<>VectorRotationTest,LazyTest
iamtomhewitt@vr-pacman,GhostTests<>MakingGhostRunHomeChangesGhostSpeed,LazyTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>CalculateUVBounds_BoundingBoxFSameSize1_CorrectResults,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_AutoSwitchingControlSchemesInSinglePlayer_CanBeDisabled_OnTheFly,LazyTest
icosa-gallery@open-brush,FbxConstraintScaleTest<>TestSetTranslationOffset,LazyTest
UMI3D@UMI3D-SDK,DummyTestPoseCondition<>Check_NullTrue,LazyTest
hotbreakb@Capstone_Design,LeapCTests<>TestGetConnectionInfo,LazyTest
vradarserver@vrs,BaseStationMessageTranslatorTests<>BaseStationMessageTranslator_Translate_Parses_Status_Codes_Correctly,LazyTest
UMI3D@UMI3D-SDK,SkeletonAnimationNodeLoader_Test<>CanReadUMI3DExtension_IsSkeletonAnimationNodeDto,LazyTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_NameIsSetToNameFromJson_IfCreatedFromJsonWithName,LazyTest
dioram@Elektronik-Tools-2.0,RetranslatorTests<>TrackedObjectsTest,LazyTest
RussellXie7@Unity_Hololens_Dev,VectorExtensionsTests<>Vector3Collection_Average,LazyTest
UMI3D@UMI3D-SDK,EnvironmentPoseCondition_Test<>Check_Invalidated,LazyTest
UMI3D@UMI3D-SDK,NotPoseCondition_Test<>Check_False,LazyTest
Unity-Technologies@InputSystem,EventConstraint<>UI_DisplayIndexMatchesDisplayWithTouchscreenOnScreenSpaceCanvas,LazyTest
SMBenedict173@General-Anesthesia-Simulator,GridLayoutGroupTests<>TestFlexibleCalculateLayout,LazyTest
willychang21@MapboxARGame,MapMatcherTest<>Radiuses,LazyTest
vrm-c@UniVRM,JsonParserTest<>ArrayTest,LazyTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxACenter_CorrectResults,LazyTest
SMBenedict173@General-Anesthesia-Simulator,GridLayoutGroupTests<>TestHorizontallyContrainedCalculateLayoutVertical,LazyTest
vradarserver@vrs,FeedJsonTests<>FeedJson_ToModel_Clears_HasPolarPlot_When_PolarPlotter_Is_Missing,LazyTest
Unity-Technologies@EditorXR,SetEditingContextImplementor<>SaveUserSettings_UpdatesUserSettingsFile,LazyTest
willychang21@MapboxARGame,MapMatcherTest<>InvalidCoordinate,LazyTest
virtuallynaked@virtually-naked,RigidTransformTest<>TestChain,LazyTest
vradarserver@vrs,RegistrationConverter_Tests<>RegistrationToModeS_Can_Convert_US_Registrations,LazyTest
Unity-Technologies@EditorXR,EditorXRUtilsTests<>AddComponent_AddsToObject_TypeAsArg,LazyTest
realitycollective@com.realitytoolkit.core,TextFixture_05_GazeProviderTests<>Test01_GazeProviderSetAuto,LazyTest
hotbreakb@Capstone_Design,BitConverterTests<>TestFromInt64,LazyTest
UMI3D@UMI3D-SDK,JsonParsingTests<>MinMagFilter,LazyTest
vradarserver@vrs,MimeTypeTests<>MimeType_GetForExtension_Is_Case_Insensitive,LazyTest
iamtomhewitt@vr-pacman,GameObjectManagerTest<>CanMoveEntities,LazyTest
willychang21@MapboxARGame,CompressionTest<>Empty,LazyTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>CalculateUVBounds_BoundingBoxEC_CorrectResults,LazyTest
stefaanvermassen@virtual-museum-app,MuseumTests<>SerializingMuseum_LoadingSavedMuseum_MuseumIsLoadedWithCorrectInformation,LazyTest
ChanyaVRC@VRCOscLib,OscUtilityTests<>LazyTestGetAvatarConfigPath,LazyTest
vrm-c@UniVRM,MeshDataTests<>SharedNotHasNormalTest,LazyTest
Unity-Technologies@InputSystem,MonoBehaviourWithEmbeddedActionMap<>Editor_InputAsset_CanAddCompositeBindingThroughSerialization,LazyTest
ChanyaVRC@VRCOscLib,OscUtilityTests<>TestSendPortWithSending,LazyTest
augcog@ISAACS_Interface,MapMatcherTest<>LanguageEnglish,LazyTest
vradarserver@vrs,ServerReceiverJsonTests<>ServerReceiverJson_ToModel_MergedFeed_Returns_Model_Based_On_MergedFeed,LazyTest
mateo-a@holbertonschool-csharp,MatrixTests<>Divide_2by2Matrix,LazyTest
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_07_01_EnableServicesByType,LazyTest
pcriadoperez@readyPlayer2,WorldAnchorManagerTests<>TestGenerateAnchorNameFromGameObject,LazyTest
dioram@Elektronik-Tools-2.0,ParsingTests<>PoseStamped,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_CanInstantiatePlayer_WithSpecificDevice_AndAutomaticallyChooseControlScheme,LazyTest
vradarserver@vrs,CidrTests<>Cidr_GetHashCode_Returns_Same_Value_For_Equals_CIDRs,LazyTest
icosa-gallery@open-brush,TestMathUtils<>TestEllipsoidTangent_Pld,LazyTest
icosa-gallery@open-brush,TestImageCache<>TestCachingRoundtrip,LazyTest
Unity-Technologies@InputSystem,TestSteamControllerAPI<>Editor_CanGenerateInputDeviceBasedOnSteamIGAFile,LazyTest
pcriadoperez@readyPlayer2,CameraCacheTests<>ManualMainCameraRefresh,LazyTest
SMBenedict173@General-Anesthesia-Simulator,SelectableTest<>SelectShouldSetSelectedObject,LazyTest
tterpi@VRSketchingGeometry,PatchPerformanceTest<>GeneratePatchVertices_Parallel,LazyTest
vradarserver@vrs,HttpContentHelperTests<>HttpContentHelper_FormUrlEncoded_Encodes_Keys,LazyTest
immersivecognition@unity-experiment-framework,TestTrials<>RunTrialsAdHocResultsAdd,LazyTest
FarahKamleh@Group4.Project3,JsonParserTest<>Tests,LazyTest
SMBenedict173@General-Anesthesia-Simulator,SelectableTest<>SettingCanvasGroupNotInteractableShouldMakeSelectableNotInteractable,LazyTest
Unity-Technologies@EditorXR,EditorXRUtilsTests<>Instantiate_InactiveClone,LazyTest
vradarserver@vrs,DescribeTests<>Describe_Airport_Formats_Airport_Correctly,LazyTest
immersivecognition@unity-experiment-framework,TestTrackers<>AdHocTrackerAdd,LazyTest
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_02_TestNoMixedRealityProfileFound,LazyTest
UMI3D@UMI3D-SDK,JsonParsingTests<>ParseGarbage,LazyTest
Unity-Technologies@InputSystem,EventConstraint<>UI_CanReceivePointerExitsWhenChangingUIStateWithoutMovingPointer,LazyTest
FarahKamleh@Group4.Project3,BvhLoaderTests<>GuessBoneMapping_daz_friendly,LazyTest
vradarserver@vrs,BaseStationMessageTranslatorTests<>BaseStationMessageTranslator_Translate_Ignores_TransmissionType_For_All_NonTransmission_Messages,LazyTest
dioram@Elektronik-Tools-2.0,ShapedTests<>NoisedCube,LazyTest
icosa-gallery@open-brush,TestColorPicker<>TestPicker_HL_S,LazyTest
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_04_02_01_UnregisterMixedRealityServiceAndDataProviderByType,LazyTest
pcriadoperez@readyPlayer2,CameraCacheTests<>ManualMainCameraRefreshGetFirstAfterDelete,LazyTest
dioram@Elektronik-Tools-2.0,RetranslatorTests<>ObservationsTest,LazyTest
immersivecognition@unity-experiment-framework,TestFileSaver<>WriteManyFiles,LazyTest
icosa-gallery@open-brush,FbxExporterTest<>TestInitializeValidFilenameOnly,LazyTest
mateo-a@holbertonschool-csharp,OperationsTests<>Add_Two_Numbers_LessThanZero_ReturnSum_a_b,LazyTest
vradarserver@vrs,RegistrationConverter_Tests<>ModeSToRegistration_Returns_Null_For_Unknown_Icao_Ranges,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_WhenSecondPlayerJoins_UIInputForFirstPlayerContinuesWorking,LazyTest
FarahKamleh@Group4.Project3,CopyTextureTests<>CopyFromNonReadableSRgbPng,LazyTest
immersivecognition@unity-experiment-framework,TestFileSaver<>PersistentDataPath,LazyTest
Unity-Technologies@InputSystem,PlayerManagerCSharpEventListener<>PlayerInput_DuplicatingActions_AssignsNewInstanceToUI,LazyTest
willychang21@MapboxARGame,CompressionTest<>Corrupt,LazyTest
vradarserver@vrs,BaseStationMessageHelperTests<>BaseStationMessageHelper_ConvertToBaseStationStatusCode_Converts_Unknown_Text_Correctly,LazyTest
iamtomhewitt@jet-dash-vr,UiTests<>ShouldShowIcon,LazyTest
iamtomhewitt@vr-pacman,GhostTests<>SelectingANewPathSetsCurrentPathToUsedAndCurrentPathIsDifferent,LazyTest
SMBenedict173@General-Anesthesia-Simulator,SelectableTest<>OnDeselectShouldUnsetSelectedState,LazyTest
vradarserver@vrs,RegistrationConverter_Tests<>RegistrationToModeS_Returns_Null_For_Unknown_Registrations,LazyTest
